ENSGID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39
ENSG00000276185	13.638917000000001	19.219404	19.635841	15.376732	15.858923	21.084764	25.125969	39.086895	19.195104999999998	47.435379	19.190195000000003	31.757801	28.464170000000003	20.034927	8.402311	12.788925	58.650303	23.758278	24.299971	22.552965	14.517206	20.497776	76.294014	22.124319	14.442857	9.870675	29.553223	21.108028	14.064362	21.044613000000002	9.277699	11.013104	61.954842000000006	9.037757000000001	10.811563	24.916479000000002	12.709832	29.327919	12.025661	10.19898
ENSG00000225138	7.522937	17.091015	1.44072	1.068598	0.682717	0.9423870000000001	4.6451199999999995	1.5424799999999999	0.9841790000000001	1.655152	3.601201	0.10065700000000001	65.18180100000001	2.002613	6.206422	2.966425	22.506052	18.154298999999998	2.802275	20.896345	6.053015	1.6418709999999999	0.731581	0.265407	0.612506	1.1164610000000001	1.535364	0.9203040000000001	0.7214729999999999	2.209684	1.0642909999999999	6.972063	6.5221800000000005	4.126174	1.043979	5.004553	1.184393	4.002835	0.592491	2.890539
ENSG00000241612	18.599991	17.298573	8.356467	10.682665	24.228872	20.628616	11.012884	21.565922	11.272657	8.712606	7.738252	19.681753	73.17227199999999	9.110047999999999	36.043362	8.95037	50.778419	11.485084	21.58523	35.616211	11.576576	40.333706	16.4076	12.732836	8.48397	9.319542	12.700294	13.575152	10.981617	9.818921000000001	14.433320000000002	10.066822	112.35611000000002	10.733962	26.453224	49.642696	8.204447	10.923157000000002	21.72089	56.995743000000004
ENSG00000266328																																								
ENSG00000146469	0.17863900000000002	1.533527	0.232996	0.045643	0.06515399999999999	0.147508	0.209089	0.19025	0.187797	0.051566999999999995	0.26024	0.042328	0.021266	0.20002799999999998	0.605849	0.20360699999999998	0.057335000000000004	0.256496	0.07199	0.34158	0.913658	0.896978	0.058807000000000005	0.250757	0.34176599999999996	0.843593	0.06566	0.047498	0.079707	0.25698899999999997	0.23051799999999997	0.651804	0.08292999999999999	0.064887	0.08447400000000001	0.084695	0.04696	0.202901	0.31581	0.078648
ENSG00000237491	0.749698	0.504945	0.17463800000000002	0.225003	0.46743999999999997	0.142766	0.197274	0.367331	0.027353	0.233062	0.085377	0.125875	0.21556799999999998	0.165346	0.483318	0.934559	0.385313	1.10095	0.901058	0.8398200000000001	0.552529	0.093825	0.8920620000000001	0.062224	0.042266000000000005	0.06895	0.072282	0.049062	0.081755	0.07825399999999999	0.323833	0.057852	0.07951	0.062874	0.387408	0.08241699999999999	0.025211	2.1707110000000003	0.326414	0.20738
ENSG00000233441					0.04861		0.011856		0.0	0.004675	0.0			0.0	0.077625	0.0	0.031025			0.010874	0.23660599999999998		0.07372100000000001	0.029693999999999998	0.01881	0.12295999999999999		0.058679999999999996			0.012423		0.037589	0.0			0.01803	0.987083	0.049837	
ENSG00000263940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077998	0.0	0.0	0.0	0.025432	0.0	0.0	0.0	0.02238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021005000000000003	0.0	0.0	0.0	0.0	0.030352999999999998	0.0	0.0	0.0	0.0	0.0	0.07608	0.0
ENSG00000110841	2.236728	65.928993	8.4956	5.012589	3.667531	5.220515	6.625203999999999	1.078558	6.355549	3.3152559999999998	4.444508	2.563758	0.9339709999999999	4.244076000000001	1.618937	2.804503	0.159806	13.168785999999999	4.908654	3.083407	7.769449000000001	2.7008799999999997	2.307639	0.6670590000000001	3.9036720000000003	2.560093	1.308041	0.687403	0.16475599999999999	5.3956800000000005	3.067837	7.284385	0.056563	3.352582	4.0829379999999995	1.460073	0.664565	2.035303	1.126285	0.08694600000000001
ENSG00000219773	11.280201	7.203351	2.397903	4.927126	10.246334	7.105989	7.2870610000000005	2.7635110000000003	7.002396000000001	2.66839	2.557315	4.083748	1.903716	2.042888	12.954647	3.0958259999999997	8.298589999999999	4.998078	14.159877999999999	8.771427000000001	3.8685910000000003	8.833414	4.815197	13.480332	3.052825	10.917449000000001	14.911798000000001	6.332136	5.052502	2.508874	10.281801	4.949015	5.983687000000001	4.16202	15.876056	26.227564	4.120503	5.233337000000001	32.250766999999996	11.936021
ENSG00000243581																																								
ENSG00000278281	0.16780899999999999	0.44932	0.0	0.161381	0.0	0.415947	0.083485	0.0	0.10385499999999999	0.0	0.0	0.0	0.0	0.189951	0.0	0.0	0.0	0.470896	0.9080739999999999	0.100133	0.170877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7186060000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000175676	0.004053	0.03903		0.010217		0.015609999999999999	0.0023190000000000003	0.000849	0.000362	0.009237	0.007954000000000001		0.010859	0.006734	0.014605000000000002	0.001194	0.0076760000000000005	0.005753	0.003599	0.003575	0.010346	0.006788		0.001436	0.005489	0.014491999999999998		0.009041	0.002799			0.004453	0.013983	0.004398	0.013116	0.011366	0.00727		0.012234	
ENSG00000232249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000116005	19.982738	16.092175	34.898674	61.661480000000005	24.431686	48.556465	35.694424	28.773896999999998	50.468853	55.710579	50.170471	21.225579999999997	5.117881	34.084652	26.205957	90.661674	10.256717	25.694429	16.227119000000002	6.067261	28.525553000000002	5.180389	16.23031	18.929838	20.023373	39.132244	8.113783999999999	25.561895	21.50948	84.267555	21.081409	44.088127	3.4072980000000004	53.43486	95.916	13.462013	35.967289	16.796507000000002	26.515425	15.68486
ENSG00000240531	0.0	0.0	0.037783	0.0	0.180785	0.045034	0.042413	0.0	0.134623	0.11776800000000001	0.0	0.13105899999999998	0.45520299999999997	0.078407	0.506999	0.037643	0.08367899999999999	0.0	0.070423	0.163709	0.041798	0.228395	0.195141	0.0	0.14159000000000002	0.041099000000000004	0.053330999999999996	0.19150599999999998	0.031020999999999996	0.0	0.13239700000000001	0.306717	0.153275	0.169902	0.466779	0.299721	0.061134	0.10464100000000001	0.068492	0.316292
ENSG00000143867	0.986251	1.1247639999999999	0.341604	2.97982	0.055282000000000005	2.9522630000000003	0.150835	0.023318000000000002	2.249834	0.142505	0.070122	0.21946100000000002	0.173449	0.20970500000000003	0.080049	3.5857120000000005	0.23162199999999997	0.15992699999999999	0.734416	0.718989	0.239112	0.18143900000000002	0.24280700000000002	0.035299000000000004	0.556592	0.076412	0.445729	0.291144	3.184572	0.469629	0.079567	5.46157	0.102229	2.060891	0.197446	9.011975	0.077852	0.347003	0.039311	1.027634
ENSG00000087053	10.314604	12.199671	2.503836	2.518981	2.576924	6.784874	3.039719	1.023374	0.6933590000000001	3.6252949999999995	1.300851	1.7604279999999999	1.6985240000000001	1.7759060000000002	4.526495	3.2945300000000004	1.007914	5.668606	3.4192410000000004	2.703087	3.120861	1.4370459999999998	2.019765	1.8182169999999998	2.3975470000000003	9.558431	4.740289	3.43877	0.906745	2.636886	4.614542	5.767447	0.862023	1.7538639999999999	5.687017	3.898875	1.7323790000000001	1.011066	6.523864	3.9768529999999997
ENSG00000172538	0.023352	0.11445699999999999				0.052330999999999996						0.025118			0.07950800000000001	0.066776			0.010559		0.0					0.023879									0.020729	0.019855				
ENSG00000236546	0.165378	0.504162	0.402401	4.058412000000001	1.2923639999999998	0.886287	0.630836	0.448246	2.146983	0.220754	2.2822419999999997	0.29681199999999996	0.0	1.047632	0.483493	1.770616	0.057847	1.454335	0.549647	0.17563900000000002	1.826682	0.257216	0.598454	0.037591	0.22204899999999997	0.20731799999999997	0.145741	1.237336	0.25798000000000004	3.5387769999999996	0.048963	2.31199	0.0	5.826912	1.9536259999999999	0.055736	1.052242	0.325522	1.308155	0.732951
ENSG00000182446	34.724476	56.421162	11.784309	46.449551	41.665768	44.001571999999996	20.528494	11.370762	19.778143	29.743897999999998	25.212406	19.836853	56.608566	32.198845	24.78196	17.377928	26.185081	46.853436	17.114731	24.879025	28.506231	8.248167	24.000898	11.924811	17.095242000000002	32.217056	19.047318	17.229147	27.828115000000004	11.13745	18.57321	19.393444	35.420840999999996	19.735842	50.237865	45.271503	18.973104	11.663786	25.465708	33.466682
ENSG00000252590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059976999999999996	0.37511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000222274								0.0			0.0															0.0									0.0					
ENSG00000248114	0.12396199999999999	0.082374	0.001317	0.127668	0.0	0.070878	0.0	0.0	0.019708	0.038075	0.8502790000000001	0.008119	0.0	0.058135	0.0	0.091093	0.0	0.0	0.039685000000000005	0.0	0.140793	0.08036900000000001	0.0	0.017391999999999998	0.0	0.0	0.013008	0.0	0.012799	0.042098000000000003	0.059362	0.23865	0.0	0.072986	0.626474	0.006351	0.02503	0.0	0.0	0.0
ENSG00000258863	0.018535									0.031886000000000005	0.040059			0.010490000000000001				0.00233	0.07002799999999999		0.053686000000000005	0.032161					0.009365			0.02474	0.107027									0.005096
ENSG00000250230	0.0																			0.169251	0.021513						0.00924		0.002687	0.004005			0.003159							
ENSG00000246705	25.750996	11.021956	26.798204	14.629729999999999	28.589638	22.060673	30.710240999999996	62.043274	21.02696	19.485048000000003	20.088070000000002	19.876762	30.247284000000004	9.144967	20.343681	89.77739	84.596062	24.563505	11.849229	18.172532999999998	8.147762	24.485664	10.327501	19.137642	10.174427	7.389748	15.965338000000001	10.856119	111.79243500000001	16.969088	25.684036	27.505255	133.358459	26.802782	11.363233000000001	34.344738	16.16563	7.413371000000001	29.960058	22.807653
ENSG00000084453	0.13448	0.62212	0.120304	0.525662	0.098479	0.11359100000000001	0.21663600000000002	3.980833	0.478904	4.3159980000000004	2.85166	1.151867	0.09756000000000001	0.772758	1.508185	0.44455	0.1915	0.090911	0.083665	0.28131799999999996	0.407462	0.391505	0.505193	0.185374	0.437655	0.14857	0.087884	0.19450699999999999	0.8852389999999999	1.005427	0.06890299999999999	1.535822	0.018889	1.28616	0.775879	0.319429	0.056622000000000006	0.11788	1.287469	0.150944
ENSG00000267968		0.0		0.0	0.0										0.0	0.166311	0.0	0.0	0.0									0.045566	0.0			0.0	0.0		0.0	0.0			0.0	
ENSG00000164740	0.043222000000000003	0.035307			0.074687				0.012004					0.011587					0.088631											0.034843										
ENSG00000195024	0.0							0.0																0.0																
ENSG00000169100	749.552734	320.739258	73.69883	411.051575	193.083923	465.059692	136.83511399999998	64.560333	95.553841	100.78989399999999	75.796646	164.688522	97.84832800000001	61.715904	425.263611	92.133163	309.45816	281.17926	84.17132600000001	189.561981	145.404892	138.53956599999998	106.783447	87.403885	101.120522	166.823349	196.182251	96.180748	69.028099	138.251816	123.90444199999999	197.545532	209.539444	195.800903	158.213409	246.816757	42.647541	143.105637	254.46603399999998	161.076843
ENSG00000261578	3.4321650000000004	0.902186	0.982049	1.579703	0.8913139999999999	0.62133	2.996433	0.7633479999999999	3.7127800000000004	3.6625629999999996	9.856421000000001	3.44653	5.723742	32.686264	0.512573	13.786514000000002	0.333606	0.486808	0.095943	0.24880300000000002	11.661226	2.816023	10.578287	1.419584	5.154718	0.22811399999999998	3.27405	16.297613000000002	11.326989999999999	0.15190499999999998	0.546806	2.767995	0.875447	1.1217139999999999	3.695842	2.380588	2.405345	0.341052	0.404478	0.382372
ENSG00000124469	0.035635	0.004403	0.013343	0.0	0.0	0.0	0.0	0.0052899999999999996	0.231046	0.005906000000000001	0.008809	0.0	0.0	0.018459	0.011482	0.010182	0.0	0.0	0.002273	0.009873999999999999	0.016144	0.0	0.002777	0.0	0.0	0.0	0.014125	0.008395	0.010955	0.007619	0.0	0.029258	0.057776999999999995	0.003934	0.012391	0.0	0.0	0.0030789999999999997	0.002764	0.004804
ENSG00000252277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11835899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234431	27.128677000000003	34.577377	11.487949	17.596807000000002	11.065738	16.626312	8.196666	12.778507000000001	21.375004	8.038226	9.170017999999999	8.841078	60.127747	8.784188	15.666098000000002	17.544477	15.686826000000002	51.321628999999994	19.178783	24.359526000000002	16.377754	15.203432000000001	17.870529	6.589631	13.274968	14.007317	9.994102999999999	6.228858	21.718016	14.546791	14.100779999999999	20.266804	43.53054	18.850658	19.827606	27.044817	7.842115	7.3971279999999995	15.919997	21.070972
ENSG00000168300	8.462923	20.388783	5.780828	11.765497	2.158893	12.018188	18.200170999999997	2.4409669999999997	7.553491999999999	10.847398	10.520332000000002	5.591275	3.475517	6.932263000000001	4.183577	10.258727	2.257908	8.863906	8.398344	4.408723999999999	10.056718	11.080100999999999	3.064379	10.984767	4.31666	7.5681899999999995	6.080724	4.540124	2.4785310000000003	6.433187	7.823086	14.319327	1.9714880000000001	4.5134	17.998037	12.028901	4.090596	1.758661	6.371459	7.399787
ENSG00000260797	0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.051056		0.0		0.042112000000000004	0.0	0.0	0.0	0.022313		0.073769		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0
ENSG00000249887				0.0								0.068188						0.080466																		0.0	0.0			
ENSG00000272162	6.056243	6.536793	4.9681489999999995	9.743064	8.452167	16.141981	10.673487	5.734207	6.384645	14.515559	7.575539999999999	5.918253	1.2053559999999999	5.348883	10.894356	5.994328	1.404318	11.845616999999999	5.20081	5.820999	5.466934999999999	5.841076	6.71045	7.147525999999999	5.1528730000000005	9.991492	8.120809	10.442094	3.4797870000000004	5.322401999999999	6.065086	9.195806	2.209759	17.0485	21.064093	11.106213	7.968032000000001	6.520314	9.256604	14.196972
ENSG00000226372	0.004864	0.182738	0.004573	1.371076	0.285423	0.00511		0.09107699999999999	0.012379000000000001	0.006494				0.003031	0.20288499999999998	0.031114		0.010037	0.026393		0.019286	0.003399	0.003602		0.0066170000000000005	0.009741	0.00948								0.610246	0.047818	0.003083	0.010465	0.06726	0.026342
ENSG00000249003		0.049638		0.015434999999999999	0.0035280000000000003	0.025162999999999998									0.071517			0.011258												0.001362	0.006313				0.009235					
ENSG00000239412	0.21259299999999998	0.046026	0.07538099999999999	0.056534	0.170019		0.06346399999999999	0.178634	0.076071	0.0	0.028723000000000002	0.074848	0.074534	0.082387	0.14827	0.120019	0.151275	0.034088	0.238812	0.126434	0.061771000000000006	0.10975	0.016744	0.043062	0.10705899999999999	0.06833099999999999	0.11480499999999999		0.041456	0.039682999999999996	0.07433200000000001	0.0	0.1548	0.062172000000000005	0.048705	0.071266	0.093077	0.08441	0.028225999999999998	0.083635
ENSG00000249002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000201084																						0.022979																		
ENSG00000173467	0.027904	1.7984669999999998	2.17869	0.0	0.0	0.0	0.714875	0.009009999999999999	0.0	0.034837	0.0	0.0		0.028404000000000002	0.0	0.0	0.0	0.040371	2.4843919999999997	0.247558	0.023525	0.370827	0.0	0.0	0.0	0.076305	0.738991	0.164017	0.0	0.957158	0.041254	9.484217999999998		0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000099995	36.286812	22.206383	18.103529	59.879387	24.483395	50.414745	27.826490000000003	14.405191	31.370338	27.228132000000002	22.646692	10.652394000000001	7.069659	19.883039	34.125889	27.685375	6.469869999999999	51.527325	28.564507	20.583992000000002	26.017611	12.710886	12.396989	14.125404999999999	15.943195999999999	27.359314	22.761578	17.344007	14.990028	17.727352	20.394835	35.56604	5.333794	41.838902000000004	29.941803000000004	13.137831	17.70417	28.74745	38.624805	32.567271999999996
ENSG00000228902																																								
ENSG00000215796	0.092172	0.032912000000000004	0.0	0.044049	0.131544	0.058937	0.093485	0.020283000000000002	0.039786	0.094463	0.038208	0.041826999999999996	0.0	0.040325	0.0	0.03972	0.0	0.0	0.033298	0.038585	0.027638999999999997	0.05694400000000001	0.02249	0.049058	0.033372000000000006	0.077002	0.014877000000000001	0.0052759999999999994	0.064	0.055024	0.0	0.013075999999999999	0.0	0.053717999999999995	0.011796	0.0	0.020212	0.011531999999999999	0.085188	0.050226
ENSG00000176871	26.80691	57.790779	18.313732	23.170502	28.391529	20.363522	36.571808000000004	10.785938	20.175186	25.213913	16.660591	15.781682	29.019129	30.236244	11.351417999999999	27.032619	22.127636	67.572037	24.13492	45.50071	28.582190999999998	36.75914	18.258076000000003	21.043242000000003	19.150091	60.804665	42.47213	49.239887	25.419764	72.522102	21.755638	23.66824	18.836123999999998	16.715517000000002	42.13142	30.095451	32.214218	20.03434	36.552364000000004	19.730992999999998
ENSG00000259168	0.0	0.014975	0.0	1.320489	0.0	0.0033520000000000004	0.006314	0.162865	0.0	0.176574	0.0	0.006365		0.0	0.0	1.6553200000000001	0.0	0.08868		0.0		0.272549	0.0	0.008011	0.0	0.0	0.0	0.0	0.5528569999999999	0.0	0.0	0.017662999999999998	0.0		0.002543				0.00233	
ENSG00000264928	0.06425499999999999	0.0	0.0	0.0	0.0	0.19827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.221966	0.0	0.0	0.0	0.0	0.034126	0.0	0.0
ENSG00000226883	0.314656	0.6394310000000001	0.020049	0.105094	0.20930500000000002	0.0	0.022506	0.049464999999999995	0.033922	0.5665	0.18801500000000002	0.0	0.0	0.192984	0.15412599999999999	0.040799	0.0	0.22954000000000002	0.47201800000000005	0.05361799999999999	0.251637	0.141144	0.018047999999999998	0.0	0.066775	0.043618000000000004	0.054916	0.251021	0.0	0.12191099999999999	0.0	0.505474	0.0	0.023648	0.0	0.11843800000000002	0.110101	0.0	0.021113999999999997	0.0
ENSG00000266097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148027	0.0	0.0	0.0	0.0
ENSG00000222611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19221300000000002	0.0	0.0	0.0	0.166079	0.0	0.0	0.152169	0.0
ENSG00000221382																																								
ENSG00000010244	31.039534000000003	43.061943	14.303149	41.542423	39.267258	40.034332	34.933323	8.784684	28.382535999999998	28.587134999999996	22.008485999999998	5.154763	4.912354	13.893185999999998	26.840509	25.057308	2.406221	40.609188	45.38707	26.988411	24.744709	21.184584	7.735269000000001	17.539386999999998	16.242708	36.440784	19.187342	23.635143	11.142873	11.739972999999999	26.14171	30.784246000000003	2.578543	24.492662	43.786125	43.883732	22.439091	20.052034	30.855858	13.708467
ENSG00000207255																																								
ENSG00000207701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000105988	1.857766	1.223186	0.846691	2.285284	2.064085	1.148037	1.043074	3.097892	2.069813	0.42236	1.2744870000000001	0.86379	0.971392	0.7310220000000001	5.392862999999999	2.093754	0.8550840000000001	0.43341499999999994	2.240749	1.738846	0.838465	5.285444	2.087077	0.727851	0.679246	0.494071	3.512376	1.296742	1.099138	0.369242	2.255633	0.736874	1.580481	0.8072699999999999	2.988802	1.6623240000000001	0.9479	1.03259	1.9658639999999998	0.737542
ENSG00000162607	13.479939000000002	11.662939	5.075494	13.090581	12.438221	5.018635	7.019400999999999	1.912549	5.282374	6.756808	6.436921	1.8697540000000001	1.74038	6.4445440000000005	9.704997	6.884521	1.037518	13.239946	14.476051000000002	11.745441	6.528193	2.845107	4.470586	2.6486259999999997	3.5346349999999997	11.175259	8.573236999999999	3.6890400000000003	6.493801	5.181208	5.400983	8.961048	0.763342	9.92695	15.973451	3.4039300000000003	4.976121	5.223289	16.727014999999998	7.440619
ENSG00000281686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000116688	34.239456	41.951206	38.101634999999995	77.007835	33.963035999999995	24.819311	22.712999	24.875618	44.918205	63.973339	49.798041999999995	15.709845999999999	15.160048999999999	27.883318	42.299434999999995	47.63113	10.016794	31.078803999999998	30.411821000000003	45.302303	42.844879	32.479786	12.644936999999999	14.784116000000001	22.734407	23.358917	46.518710999999996	52.13718	12.780414	26.670574	18.443851000000002	43.753613	4.344385	78.51155899999999	56.010605000000005	17.989704	42.962311	28.212851	24.399158	32.052147
ENSG00000226386	0.5898800000000001	0.9463360000000001	0.300282		0.444537	0.20184000000000002	0.22980100000000003	0.477699	0.325243	0.070435	0.569871	0.26238	0.21096700000000002	0.329154	1.3973659999999999	0.30320199999999997	1.2459790000000002	0.862707	0.486784	1.2658770000000001		0.836791	0.096448	0.054537	0.13508399999999998	0.615049	0.502361	0.182813	0.831116	0.297663	0.17022	0.390871	4.266906	0.629368	0.334569	4.991065	0.5029140000000001	0.137106	0.574048	1.401478
ENSG00000269729	0.027298000000000003	0.0	0.0	0.0	0.0	0.045436000000000004		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.006506999999999999	0.0
ENSG00000174928	5.1619459999999995	2.991682	2.1870689999999997	3.0791880000000003	3.42535	5.104583	6.209718	2.1541669999999997	5.133962	1.980492	1.5884989999999999	3.129301	1.3502459999999998	1.258859	3.941413	2.904634	1.445332	3.713422	3.4267589999999997	1.297513	2.405163	3.296992	2.416619	3.4132	2.704374	5.084404	3.5345410000000004	2.058256	1.462596	1.07974	3.4741120000000003	2.687551	1.4130260000000001	2.8284130000000003	2.555216	5.285933	1.3008170000000001	2.8841799999999997	2.89322	2.413261
ENSG00000213689	16.815878	6.189475	19.587120000000002	12.198893	12.31972	3.816787	2.325874	19.364407999999997	2.754666	7.564725	2.173742	2.2416	19.974667	3.548542	28.788054	5.53855	4.349417	9.432357000000001	5.256948	12.814219999999999	12.003022999999999	2.0311220000000003	6.08964	1.652009	3.030092	12.886061	4.826015	6.764825999999999	16.420220999999998	29.493004	4.19856	8.852803	8.659725	27.584219	16.999825	18.234112	7.334661	6.085014	2.413659	3.831494
ENSG00000268912	0.697203	0.188753	0.148284	0.8913479999999999	0.198873	0.675562	0.21060399999999999	0.077166	0.11078900000000001	0.420979	1.19296		0.040149000000000004	0.074222	0.126411	0.568277	0.034861	1.452089	0.293012	0.040756	0.12053	0.028960000000000003	0.131992	0.081795	0.20719	2.1024279999999997		0.10462	0.284916	0.203699	0.209745	0.38651199999999997	0.010482	1.2405030000000001	0.359243	0.061934	0.529586	0.055109000000000005	0.18321400000000002	0.08744
ENSG00000226309	0.26810300000000004	0.251633	0.07884400000000001	0.426058	0.059675	0.147228	0.077	0.11193800000000001	0.165354	0.254575	0.284118	0.077488	0.034542	0.11816700000000001	0.308731	0.24227100000000001	0.048117	0.276033	0.228239	0.21674200000000002	0.133158	0.097856	0.059854	0.160446	0.11022799999999999	0.23985399999999998	0.19150799999999998	0.20491900000000002	0.03594	0.085406	0.200622	0.17579	0.010820999999999999	0.23651799999999998	0.36741	0.283634	0.088024	0.176387	0.176773	0.301292
ENSG00000228658																																								
ENSG00000235655	60.247978	56.499451	20.074825	33.447418	27.963003000000004	81.73954	76.878845	95.11464699999999	54.120865	22.958597	28.686357	41.525051	40.927128	31.558239	217.627014	74.704071	14.429295999999999	71.679695	127.59510800000001	321.855316	52.277126	52.453217	37.249275	244.73109399999998	35.928513	88.609169	309.052307	49.053333	158.285599	51.055492	32.407894	36.071213	4.221573	58.278576	537.359741	61.179283	35.589359	44.792225	465.693634	46.682838000000004
ENSG00000083444	209.92777999999998	140.10907	50.736121999999995	61.956573	76.78334	49.3703	36.824615	34.079575	64.639984	101.79567	63.451565	40.162037	151.556244	44.044758	97.699837	98.588608	10.745576	27.304398	259.211792	39.188782	42.734493	37.115204	63.258862	34.995533	44.15242	34.971455	240.720337	73.202713	64.777641	44.543045	61.357155000000006	89.411179	285.30602999999996	75.896538	105.948853	137.84288	66.315697	67.78999300000001	14.056149	88.576752
ENSG00000249380		0.22334099999999998														0.0								0.019804											0.035287					
ENSG00000273778	0.0	0.40686500000000003	0.003682	0.030298000000000002	0.0064069999999999995	0.021945	0.012401	0.0	0.003518	0.07497999999999999	0.012287000000000001	0.004258	0.0	0.002547	0.0	0.176098	0.035339999999999996	0.09699400000000001	0.010627	0.018956999999999998	0.020368	0.0	0.0	0.173537	0.0	0.19227	0.012994	0.012443000000000001	0.017415	0.008409999999999999	0.008662999999999999	0.0	0.0	0.0	0.052158	0.0033299999999999996	0.095331	0.027195999999999998	0.006103	0.010607
ENSG00000126012	32.227665	26.039057	10.362631	33.849959999999996	7.720242	19.226746	15.824841000000001	6.117785	26.169954	11.195256	17.860521	10.633628999999999	4.252494	8.029472	21.133318	14.871970999999998	4.380944	32.868004	9.928375	12.236889999999999	27.650467	7.444583000000001	5.543951	10.418802000000001	8.832981	16.65728	8.114277000000001	10.325073	5.763642	16.831910999999998	10.769697	26.805698	3.5909910000000003	19.326447	15.566017	10.830839	12.455463	8.390741	18.800804	10.736321
ENSG00000230735	0.066902	0.095639	0.051317999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072051	0.0	0.010142	0.03128	0.070117	0.0	0.0	0.033147	0.0	0.05596	0.0	0.0	0.0	0.0	0.023126	0.0	0.029107	0.028314	0.0	0.0	0.06752999999999999	0.0	0.0	0.0	0.0	0.023131	0.043315	0.027338	0.0
ENSG00000224281	16.288723	9.123864999999999	7.818623	17.314466	11.378248	10.036387	11.747539	9.226125	8.085361	14.523268	12.210792999999999	5.429023	0.281156	5.581862	7.761703999999999	18.819649	1.7163950000000001	13.389529000000001	6.000535	6.852678	10.127386999999999	3.613211	3.5049379999999997	10.585807	6.583025999999999	5.781531	6.780898	16.190535999999998	5.208276000000001	9.999892	3.072861	8.649157	0.12050599999999999	12.228053	11.125202999999999	3.670228	11.988458999999999	9.208714	10.712725	5.366032
